Frame ordinal,Time (s),"displacement (vertical, cm)","displacement (horizontal, cm)","velocity (vertical, m/s)","velocity (horizontal, m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","power (vertical, kW)","power (horizontal, kW)","force (vertical, kN)","force (horizontal, kN)"
549,54.155,5.99,-32.81,0.00,-0.03,-0.12,0.03,0.00,0.00,1.39,0.00
550,54.189,6.00,-32.89,-0.00,-0.02,-0.12,0.07,0.00,0.00,1.39,0.01
551,54.222,6.00,-32.96,-0.01,-0.02,-0.12,0.08,0.00,0.00,1.38,0.01
552,54.256,5.96,-33.03,-0.01,-0.02,-0.12,0.12,0.00,0.00,1.38,0.02
553,54.289,5.91,-33.09,-0.01,-0.01,-0.19,0.21,0.00,0.00,1.37,0.03
554,54.322,5.87,-33.14,-0.02,-0.00,-0.50,0.26,0.00,0.00,1.33,0.04
555,54.356,5.83,-33.14,-0.04,0.01,-1.13,0.19,0.00,0.00,1.24,0.03
556,54.389,5.70,-33.08,-0.09,0.01,-1.97,0.00,0.00,0.00,1.12,0.00
557,54.422,5.36,-33.01,-0.17,0.01,-2.76,-0.18,0.00,0.00,1.01,0.00
558,54.455,4.65,-33.00,-0.28,-0.00,-3.30,-0.27,0.00,0.00,0.93,0.00
559,54.489,3.51,-33.06,-0.40,-0.01,-3.54,-0.24,0.00,0.00,0.90,0.00
560,54.522,1.98,-33.12,-0.52,-0.02,-3.52,-0.12,0.00,0.00,0.90,0.00
561,54.556,0.05,-33.18,-0.64,-0.02,-3.28,0.06,0.00,0.00,0.93,0.01
562,54.589,-2.28,-33.29,-0.74,-0.02,-2.80,0.27,0.00,0.00,1.00,0.04
563,54.622,-4.97,-33.37,-0.83,-0.00,-2.02,0.42,0.00,0.00,1.11,0.06
564,54.656,-7.90,-33.34,-0.88,0.01,-1.04,0.43,0.00,0.00,1.25,0.06
565,54.689,-10.97,-33.23,-0.90,0.03,-0.18,0.27,0.00,0.00,1.38,0.04
566,54.722,-14.01,-33.12,-0.88,0.03,0.25,0.03,0.00,0.00,1.44,0.00
567,54.756,-16.89,-33.00,-0.87,0.03,0.22,-0.15,0.00,0.00,1.43,0.00
568,54.789,-19.69,-32.91,-0.87,0.02,0.02,-0.22,0.00,0.00,1.40,0.00
569,54.822,-22.60,-32.86,-0.87,0.01,-0.02,-0.21,0.00,0.00,1.40,0.00
570,54.856,-25.59,-32.84,-0.88,0.01,0.21,-0.16,0.00,0.00,1.43,0.00
571,54.889,-28.51,-32.83,-0.86,0.00,0.55,-0.14,0.00,0.00,1.48,0.00
572,54.922,-31.34,-32.81,-0.83,-0.00,0.73,-0.12,0.00,0.00,1.51,0.00
573,54.956,-34.08,-32.83,-0.81,-0.01,0.66,-0.03,0.00,0.00,1.50,0.00
574,54.989,-36.70,-32.88,-0.79,-0.01,0.54,0.09,0.00,0.00,1.48,0.01
575,55.022,-39.27,-32.92,-0.78,0.00,0.59,0.15,0.00,0.00,1.49,0.02
576,55.056,-41.88,-32.89,-0.76,0.01,0.85,0.11,0.00,0.00,1.52,0.02
577,55.089,-44.42,-32.82,-0.72,0.01,1.18,0.04,0.00,0.00,1.57,0.01
578,55.122,-46.73,-32.80,-0.67,0.01,1.45,0.04,0.00,0.00,1.61,0.01
579,55.156,-48.86,-32.81,-0.62,0.01,1.68,0.15,0.00,0.00,1.64,0.02
580,55.189,-50.88,-32.77,-0.56,0.02,1.99,0.34,0.00,0.00,1.69,0.05
581,55.223,-52.70,-32.70,-0.49,0.03,2.43,0.49,0.00,0.00,1.75,0.07
582,55.256,-54.22,-32.59,-0.40,0.05,2.88,0.52,0.00,0.00,1.81,0.07
583,55.289,-55.41,-32.37,-0.30,0.07,3.20,0.38,0.00,0.00,1.86,0.05
584,55.323,-56.22,-32.08,-0.19,0.08,3.45,0.05,0.00,0.00,1.90,0.01
585,55.356,-56.65,-31.79,-0.07,0.08,3.75,-0.41,0.00,0.00,1.94,0.00
586,55.389,-56.71,-31.53,0.06,0.05,4.05,-0.80,0.12,0.00,1.98,0.00
587,55.423,-56.32,-31.37,0.20,0.02,4.15,-0.94,0.41,0.00,2.00,0.00
588,55.456,-55.37,-31.40,0.35,-0.02,3.90,-0.79,0.68,0.00,1.96,0.00
589,55.489,-53.91,-31.56,0.47,-0.04,3.32,-0.46,0.89,0.00,1.88,0.00
590,55.523,-52.10,-31.72,0.57,-0.05,2.62,-0.08,1.01,0.00,1.78,0.00
591,55.556,-50.05,-31.88,0.64,-0.04,2.02,0.22,1.09,0.00,1.69,0.03
592,55.589,-47.79,-32.03,0.70,-0.03,1.51,0.41,1.14,0.00,1.62,0.06
593,55.623,-45.34,-32.12,0.75,-0.01,0.97,0.46,1.15,0.00,1.54,0.07
594,55.656,-42.75,-32.12,0.77,0.00,0.43,0.35,1.13,0.00,1.46,0.05
595,55.689,-40.12,-32.05,0.77,0.01,0.08,0.15,1.09,0.00,1.41,0.02
596,55.723,-37.57,-31.99,0.76,0.01,0.08,-0.07,1.08,0.00,1.41,0.00
597,55.756,-35.08,-31.96,0.77,0.01,0.34,-0.23,1.11,0.00,1.45,0.00
598,55.789,-32.52,-31.95,0.79,-0.00,0.63,-0.28,1.18,0.00,1.49,0.00
599,55.823,-29.84,-31.97,0.82,-0.01,0.74,-0.26,1.23,0.00,1.51,0.00
600,55.856,-27.05,-32.05,0.84,-0.02,0.73,-0.24,1.27,0.00,1.51,0.00
601,55.890,-24.20,-32.14,0.86,-0.03,0.84,-0.25,1.31,0.00,1.52,0.00
602,55.923,-21.31,-32.23,0.89,-0.04,1.16,-0.31,1.40,0.00,1.57,0.00
603,55.956,-18.33,-32.36,0.94,-0.05,1.59,-0.36,1.52,0.00,1.63,0.00
604,55.990,-15.14,-32.56,1.00,-0.06,1.84,-0.28,1.66,0.00,1.67,0.00
605,56.023,-11.69,-32.80,1.07,-0.07,1.51,-0.05,1.73,0.00,1.62,0.00
606,56.056,-7.98,-33.07,1.12,-0.07,0.33,0.22,1.62,0.00,1.45,0.03
607,56.090,-4.06,-33.31,1.11,-0.05,-1.58,0.32,1.31,0.00,1.18,0.05
608,56.123,-0.26,-33.45,1.02,-0.04,-3.71,0.19,0.89,0.00,0.87,0.03
609,56.156,3.00,-33.52,0.85,-0.04,-5.42,-0.07,0.54,0.00,0.63,0.00
610,56.190,5.53,-33.63,0.64,-0.05,-6.22,-0.23,0.33,0.00,0.51,0.00
611,56.223,7.27,-33.83,0.42,-0.06,-6.07,-0.12,0.22,0.00,0.53,0.00
612,56.256,8.24,-34.08,0.22,-0.06,-5.25,0.18,0.14,0.00,0.65,0.03
613,56.290,8.60,-34.31,0.06,-0.05,-4.01,0.37,0.05,0.00,0.83,0.05
614,56.323,8.53,-34.41,-0.05,-0.03,-2.49,0.28,0.00,0.00,1.05,0.04
615,56.356,8.13,-34.43,-0.11,-0.02,-0.85,0.01,0.00,0.00,1.28,0.00
616,56.390,7.59,-34.49,-0.11,-0.03,0.59,-0.20,0.00,0.00,1.49,0.00
617,56.423,7.23,-34.63,-0.06,-0.04,1.44,-0.20,0.00,0.00,1.61,0.00
618,56.456,7.18,-34.82,0.01,-0.05,1.45,-0.03,0.02,0.00,1.61,0.00
619,56.490,7.39,-34.97,0.06,-0.04,0.76,0.18,0.09,0.00,1.51,0.03
620,56.523,7.69,-35.11,0.06,-0.03,-0.12,0.29,0.09,0.00,1.38,0.04
621,56.557,7.92,-35.22,0.04,-0.02,-0.73,0.27,0.05,0.00,1.30,0.04
622,56.590,7.99,-35.26,0.00,-0.01,-0.92,0.13,0.01,0.00,1.27,0.02
623,56.623,7.91,-35.26,-0.03,-0.01,-0.77,-0.02,0.00,0.00,1.29,0.00
624,56.657,7.77,-35.30,-0.05,-0.02,-0.43,-0.06,0.00,0.00,1.34,0.00
625,56.690,7.57,-35.39,-0.06,-0.02,-0.01,0.04,0.00,0.00,1.40,0.01
626,56.723,7.33,-35.48,-0.05,-0.02,0.40,0.19,0.00,0.00,1.46,0.03
627,56.756,7.16,-35.51,-0.03,-0.00,0.73,0.27,0.00,0.00,1.51,0.04
628,56.790,7.12,-35.49,0.00,0.01,0.94,0.26,0.00,0.00,1.54,0.04
629,56.823,7.18,-35.46,0.04,0.01,0.96,0.24,0.06,0.00,1.54,0.03
630,56.857,7.35,-35.42,0.07,0.02,0.81,0.25,0.10,0.00,1.52,0.04
631,56.890,7.65,-35.35,0.09,0.03,0.52,0.20,0.14,0.00,1.48,0.03
632,56.923,8.03,-35.22,0.11,0.04,0.14,0.03,0.15,0.00,1.42,0.00
633,56.957,8.40,-35.07,0.10,0.03,-0.21,-0.23,0.14,0.00,1.37,0.00
634,56.990,8.73,-34.95,0.09,0.02,-0.49,-0.43,0.12,0.00,1.33,0.00
635,57.023,8.99,-34.91,0.07,-0.00,-0.78,-0.44,0.09,0.00,1.29,0.00
636,57.057,9.20,-34.97,0.04,-0.01,-1.15,-0.28,0.05,0.00,1.24,0.00
637,57.090,9.32,-35.06,-0.01,-0.02,-1.49,-0.07,0.00,0.00,1.19,0.00
638,57.123,9.24,-35.12,-0.07,-0.02,-1.55,0.04,0.00,0.00,1.18,0.01
639,57.157,8.87,-35.15,-0.12,-0.01,-1.14,0.05,0.00,0.00,1.24,0.01
640,57.190,8.32,-35.19,-0.15,-0.01,-0.34,0.02,0.00,0.00,1.35,0.00
641,57.224,7.74,-35.24,-0.15,-0.01,0.54,0.05,0.00,0.00,1.48,0.01
642,57.257,7.26,-35.29,-0.11,-0.01,1.18,0.13,0.00,0.00,1.57,0.02
643,57.290,6.97,-35.33,-0.06,-0.01,1.40,0.21,0.00,0.00,1.60,0.03
644,57.324,6.88,-35.34,-0.01,0.00,1.16,0.27,0.00,0.00,1.57,0.04
645,57.357,6.97,-35.30,0.03,0.01,0.57,0.27,0.04,0.00,1.48,0.04
646,57.390,7.16,-35.23,0.04,0.02,-0.14,0.18,0.05,0.00,1.38,0.03
647,57.423,7.31,-35.14,0.01,0.03,-0.63,0.02,0.02,0.00,1.31,0.00
648,57.457,7.30,-35.02,-0.02,0.03,-0.71,-0.14,0.00,0.00,1.30,0.00
649,57.490,7.14,-34.93,-0.04,0.02,-0.44,-0.23,0.00,0.00,1.34,0.00
650,57.524,6.94,-34.90,-0.05,0.01,-0.05,-0.21,0.00,0.00,1.39,0.00
651,57.557,6.78,-34.91,-0.04,0.00,0.26,-0.11,0.00,0.00,1.44,0.00
652,57.590,6.67,-34.92,-0.03,0.00,0.47,-0.02,0.00,0.00,1.47,0.00
653,57.624,6.58,-34.90,-0.01,0.00,0.53,0.04,0.00,0.00,1.48,0.01
654,57.657,6.56,-34.90,0.01,0.00,0.41,0.09,0.02,0.00,1.46,0.01
655,57.690,6.67,-34.90,0.02,0.01,0.08,0.13,0.03,0.00,1.41,0.02
656,57.724,6.81,-34.87,0.02,0.01,-0.28,0.12,0.03,0.00,1.36,0.02
657,57.757,6.85,-34.81,-0.00,0.02,-0.46,0.04,0.00,0.00,1.34,0.01
658,57.790,6.78,-34.73,-0.02,0.02,-0.35,-0.05,0.00,0.00,1.35,0.00
659,57.824,6.67,-34.68,-0.03,0.01,-0.08,-0.09,0.00,0.00,1.39,0.00
660,57.857,6.56,-34.67,-0.02,0.01,0.15,-0.09,0.00,0.00,1.42,0.00
661,57.890,6.49,-34.64,-0.01,0.01,0.24,-0.10,0.00,0.00,1.44,0.00
662,57.924,6.47,-34.60,-0.00,0.00,0.17,-0.14,0.00,0.00,1.43,0.00
663,57.957,6.47,-34.59,-0.00,-0.00,-0.04,-0.12,0.00,0.00,1.40,0.00
664,57.990,6.49,-34.63,-0.01,-0.01,-0.34,0.01,0.00,0.00,1.35,0.00
665,58.024,6.48,-34.68,-0.02,-0.01,-0.71,0.24,0.00,0.00,1.30,0.03
666,58.057,6.38,-34.70,-0.05,0.01,-1.14,0.43,0.00,0.00,1.24,0.06
667,58.090,6.16,-34.65,-0.10,0.03,-1.69,0.46,0.00,0.00,1.16,0.07
668,58.124,5.79,-34.51,-0.16,0.04,-2.41,0.26,0.00,0.00,1.06,0.04
669,58.157,5.18,-34.31,-0.25,0.05,-3.19,-0.08,0.00,0.00,0.95,0.00
670,58.191,4.21,-34.12,-0.38,0.04,-3.79,-0.37,0.00,0.00,0.86,0.00
671,58.224,2.74,-34.01,-0.52,0.02,-3.92,-0.42,0.00,0.00,0.84,0.00
672,58.257,0.74,-34.01,-0.65,0.00,-3.55,-0.15,0.00,0.00,0.89,0.00
673,58.291,-1.71,-34.06,-0.76,0.00,-2.81,0.30,0.00,0.00,1.00,0.04
674,58.324,-4.42,-34.07,-0.84,0.02,-1.87,0.63,0.00,0.00,1.13,0.09
675,58.357,-7.36,-33.93,-0.89,0.05,-0.88,0.65,0.00,0.01,1.28,0.09
676,58.391,-10.45,-33.66,-0.90,0.08,-0.01,0.33,0.00,0.00,1.40,0.05
677,58.424,-13.48,-33.36,-0.88,0.08,0.53,-0.14,0.00,0.00,1.48,0.00
678,58.457,-16.34,-33.08,-0.85,0.06,0.64,-0.47,0.00,0.00,1.49,0.00
679,58.491,-19.09,-32.89,-0.83,0.04,0.38,-0.50,0.00,0.00,1.46,0.00
680,58.524,-21.82,-32.83,-0.82,0.02,0.04,-0.26,0.00,0.00,1.41,0.00
681,58.557,-24.56,-32.81,-0.83,0.02,-0.13,0.04,0.00,0.00,1.38,0.01
682,58.591,-27.35,-32.74,-0.84,0.03,-0.06,0.20,0.00,0.00,1.39,0.03
683,58.624,-30.18,-32.59,-0.84,0.04,0.16,0.14,0.00,0.00,1.42,0.02
684,58.657,-33.00,-32.42,-0.83,0.04,0.39,-0.03,0.00,0.00,1.46,0.00
685,58.691,-35.74,-32.29,-0.81,0.04,0.51,-0.18,0.00,0.00,1.47,0.00
686,58.724,-38.38,-32.18,-0.79,0.03,0.52,-0.28,0.00,0.00,1.48,0.00
687,58.757,-40.99,-32.08,-0.78,0.02,0.54,-0.36,0.00,0.00,1.48,0.00
688,58.791,-43.56,-32.03,-0.76,0.00,0.64,-0.32,0.00,0.00,1.49,0.00
689,58.824,-46.07,-32.04,-0.73,-0.01,0.80,-0.08,0.00,0.00,1.52,0.00
690,58.858,-48.49,-32.12,-0.70,-0.01,0.95,0.29,0.00,0.00,1.54,0.04
691,58.891,-50.76,-32.17,-0.67,0.01,1.20,0.51,0.00,0.00,1.57,0.07
692,58.924,-52.94,-32.07,-0.63,0.04,1.74,0.41,0.00,0.00,1.65,0.06
693,58.958,-55.04,-31.84,-0.56,0.05,2.53,0.11,0.00,0.00,1.76,0.02
694,58.991,-56.87,-31.65,-0.46,0.04,3.30,-0.10,0.00,0.00,1.87,0.00
695,59.024,-58.21,-31.58,-0.33,0.03,3.78,-0.08,0.00,0.00,1.94,0.00
696,59.057,-59.06,-31.51,-0.20,0.03,3.98,0.07,0.00,0.00,1.97,0.01
697,59.091,-59.52,-31.37,-0.07,0.04,4.06,0.18,0.00,0.00,1.98,0.03
698,59.124,-59.57,-31.21,0.07,0.05,4.08,0.15,0.13,0.00,1.98,0.02
699,59.158,-59.11,-31.05,0.21,0.05,3.94,0.02,0.41,0.00,1.97,0.00
700,59.191,-58.14,-30.86,0.34,0.05,3.55,-0.14,0.64,0.00,1.91,0.00
701,59.224,-56.79,-30.68,0.45,0.04,2.88,-0.27,0.81,0.00,1.81,0.00
702,59.258,-55.11,-30.56,0.53,0.03,2.08,-0.34,0.90,0.00,1.70,0.00
703,59.291,-53.15,-30.49,0.59,0.02,1.38,-0.32,0.94,0.00,1.60,0.00
704,59.324,-51.08,-30.45,0.62,0.01,0.91,-0.20,0.95,0.00,1.53,0.00
705,59.358,-49.02,-30.43,0.64,0.00,0.68,0.02,0.96,0.00,1.50,0.00
706,59.391,-46.87,-30.46,0.66,0.01,0.55,0.28,0.98,0.00,1.48,0.04
707,59.424,-44.60,-30.45,0.68,0.02,0.32,0.46,0.99,0.00,1.45,0.07
708,59.458,-42.27,-30.33,0.69,0.04,-0.02,0.43,0.96,0.00,1.40,0.06
709,59.491,-39.96,-30.13,0.68,0.06,-0.25,0.18,0.92,0.00,1.37,0.03
710,59.525,-37.73,-29.90,0.66,0.06,-0.22,-0.17,0.91,0.00,1.37,0.00
711,59.558,-35.59,-29.71,0.66,0.04,-0.01,-0.45,0.92,0.00,1.40,0.00
712,59.591,-33.42,-29.60,0.66,0.02,0.27,-0.58,0.95,0.00,1.44,0.00
713,59.624,-31.17,-29.56,0.68,0.00,0.50,-0.60,1.00,0.00,1.47,0.00
714,59.658,-28.91,-29.59,0.70,-0.02,0.63,-0.49,1.04,0.00,1.49,0.00
715,59.691,-26.57,-29.68,0.72,-0.03,0.68,-0.25,1.08,0.00,1.50,0.00
716,59.724,-24.10,-29.85,0.74,-0.04,0.76,0.01,1.12,0.00,1.51,0.00
717,59.758,-21.56,-30.00,0.77,-0.03,1.06,0.09,1.19,0.00,1.55,0.01
718,59.791,-19.01,-30.06,0.80,-0.02,1.68,-0.11,1.32,0.00,1.64,0.00
719,59.825,-16.33,-30.07,0.87,-0.03,2.40,-0.43,1.52,0.00,1.74,0.00
720,59.858,-13.33,-30.19,0.97,-0.06,2.64,-0.57,1.73,0.00,1.78,0.00
721,59.891,-9.86,-30.48,1.08,-0.08,1.85,-0.39,1.79,0.00,1.67,0.00
722,59.925,-6.01,-30.81,1.13,-0.09,-0.06,-0.04,1.57,0.00,1.39,0.00
723,59.958,-2.07,-31.10,1.09,-0.08,-2.56,0.20,1.13,0.00,1.04,0.03
724,59.991,1.55,-31.34,0.95,-0.07,-4.86,0.22,0.67,0.00,0.71,0.03
725,60.025,4.48,-31.53,0.74,-0.06,-6.28,0.10,0.37,0.00,0.50,0.01
726,60.058,6.54,-31.72,0.50,-0.06,-6.60,-0.00,0.23,0.00,0.46,0.00
727,60.091,7.76,-31.94,0.28,-0.06,-6.04,-0.04,0.15,0.00,0.54,0.00
728,60.125,8.30,-32.16,0.09,-0.07,-4.94,-0.03,0.06,0.00,0.70,0.00
729,60.158,8.28,-32.37,-0.05,-0.07,-3.48,-0.03,0.00,0.00,0.90,0.00
730,60.191,7.82,-32.59,-0.15,-0.07,-1.76,-0.04,0.00,0.00,1.15,0.00
731,60.225,7.10,-32.81,-0.18,-0.07,0.01,-0.01,0.00,0.00,1.40,0.00
732,60.258,6.43,-33.04,-0.14,-0.07,1.43,0.09,0.00,0.00,1.61,0.01
733,60.291,6.05,-33.29,-0.06,-0.06,2.11,0.24,0.00,0.00,1.70,0.03
734,60.325,6.02,-33.49,0.02,-0.05,1.89,0.35,0.04,0.00,1.67,0.05
735,60.358,6.28,-33.64,0.08,-0.04,0.99,0.31,0.12,0.00,1.54,0.04
736,60.391,6.69,-33.73,0.09,-0.03,-0.10,0.09,0.13,0.00,1.39,0.01
737,60.425,7.05,-33.78,0.07,-0.03,-0.91,-0.19,0.08,0.00,1.27,0.00
738,60.458,7.18,-33.86,0.02,-0.04,-1.19,-0.32,0.02,0.00,1.23,0.00
739,60.491,7.12,-34.05,-0.03,-0.06,-1.01,-0.18,0.00,0.00,1.26,0.00
740,60.525,6.95,-34.31,-0.05,-0.06,-0.61,0.14,0.00,0.00,1.31,0.02
741,60.558,6.74,-34.52,-0.06,-0.05,-0.16,0.40,0.00,0.00,1.38,0.06
742,60.592,6.49,-34.63,-0.06,-0.03,0.25,0.45,0.00,0.00,1.44,0.06
743,60.625,6.26,-34.67,-0.05,-0.01,0.57,0.33,0.00,0.00,1.48,0.05
744,60.658,6.14,-34.69,-0.02,-0.00,0.70,0.13,0.00,0.00,1.50,0.02
745,60.692,6.12,-34.70,0.01,-0.00,0.60,-0.06,0.01,0.00,1.49,0.00
746,60.725,6.21,-34.70,0.02,-0.01,0.37,-0.17,0.03,0.00,1.45,0.00
747,60.758,6.33,-34.73,0.03,-0.02,0.19,-0.14,0.04,0.00,1.43,0.00
748,60.792,6.40,-34.83,0.03,-0.02,0.13,0.02,0.04,0.00,1.42,0.00
749,60.825,6.50,-34.95,0.04,-0.02,0.17,0.20,0.05,0.00,1.43,0.03
750,60.858,6.64,-34.98,0.04,-0.01,0.27,0.27,0.06,0.00,1.44,0.04
751,60.892,6.79,-34.95,0.05,0.00,0.35,0.24,0.08,0.00,1.45,0.03
752,60.925,6.96,-34.93,0.07,0.01,0.34,0.17,0.10,0.00,1.45,0.02
753,60.958,7.21,-34.91,0.08,0.01,0.11,0.12,0.11,0.00,1.42,0.02
754,60.992,7.54,-34.86,0.08,0.02,-0.30,0.05,0.11,0.00,1.36,0.01
755,61.025,7.84,-34.77,0.06,0.02,-0.69,-0.06,0.08,0.00,1.30,0.00
756,61.058,7.99,-34.70,0.03,0.01,-0.83,-0.17,0.03,0.00,1.28,0.00
757,61.092,7.98,-34.68,-0.00,0.01,-0.75,-0.24,0.00,0.00,1.29,0.00
758,61.125,7.92,-34.68,-0.02,-0.00,-0.64,-0.24,0.00,0.00,1.31,0.00
759,61.158,7.84,-34.69,-0.04,-0.01,-0.66,-0.18,0.00,0.00,1.31,0.00
760,61.192,7.68,-34.74,-0.06,-0.02,-0.75,-0.07,0.00,0.00,1.29,0.00
761,61.225,7.43,-34.84,-0.09,-0.02,-0.71,0.00,0.00,0.00,1.30,0.00
762,61.259,7.06,-34.88,-0.12,-0.01,-0.36,0.02,0.00,0.00,1.35,0.00
763,61.292,6.58,-34.89,-0.13,-0.01,0.25,-0.00,0.00,0.00,1.44,0.00
764,61.325,6.12,-34.95,-0.10,-0.02,0.91,0.02,0.00,0.00,1.53,0.00
765,61.358,5.81,-35.03,-0.06,-0.02,1.32,0.11,0.00,0.00,1.59,0.02
766,61.392,5.71,-35.08,-0.00,-0.01,1.29,0.20,0.00,0.00,1.59,0.03
767,61.425,5.81,-35.08,0.04,0.00,0.85,0.21,0.06,0.00,1.52,0.03
768,61.458,6.04,-35.06,0.06,0.01,0.21,0.18,0.08,0.00,1.43,0.03
769,61.492,6.27,-35.03,0.05,0.01,-0.39,0.16,0.07,0.00,1.35,0.02
770,61.525,6.42,-34.99,0.02,0.02,-0.76,0.13,0.03,0.00,1.29,0.02
771,61.559,6.44,-34.93,-0.01,0.02,-0.82,0.02,0.00,0.00,1.28,0.00
772,61.592,6.35,-34.82,-0.04,0.02,-0.62,-0.12,0.00,0.00,1.31,0.00
773,61.625,6.16,-34.74,-0.05,0.01,-0.27,-0.18,0.00,0.00,1.36,0.00
774,61.659,5.94,-34.74,-0.06,0.00,0.12,-0.13,0.00,0.00,1.42,0.00
775,61.692,5.75,-34.76,-0.04,0.00,0.44,-0.01,0.00,0.00,1.46,0.00
776,61.725,5.63,-34.74,-0.02,0.01,0.63,0.06,0.00,0.00,1.49,0.01
777,61.759,5.58,-34.70,0.00,0.01,0.63,0.03,0.00,0.00,1.49,0.00
778,61.792,5.63,-34.67,0.02,0.01,0.38,-0.02,0.04,0.00,1.46,0.00
779,61.825,5.79,-34.65,0.03,0.01,-0.03,-0.01,0.05,0.00,1.40,0.00
780,61.859,5.94,-34.63,0.02,0.01,-0.38,0.06,0.03,0.00,1.35,0.01
781,61.892,5.98,-34.62,-0.00,0.01,-0.44,0.14,0.00,0.00,1.34,0.02
782,61.925,5.90,-34.59,-0.02,0.02,-0.21,0.14,0.00,0.00,1.37,0.02
783,61.959,5.79,-34.50,-0.02,0.02,0.08,0.06,0.00,0.00,1.41,0.01
784,61.992,5.76,-34.40,-0.00,0.02,0.18,-0.03,0.00,0.00,1.43,0.00
785,62.025,5.79,-34.34,0.00,0.02,0.06,-0.03,0.00,0.00,1.41,0.00
786,62.059,5.82,-34.31,0.00,0.02,-0.19,0.08,0.00,0.00,1.37,0.01
787,62.092,5.81,-34.26,-0.01,0.02,-0.47,0.22,0.00,0.00,1.33,0.03
788,62.125,5.77,-34.18,-0.03,0.03,-0.77,0.28,0.00,0.00,1.29,0.04
789,62.159,5.64,-34.05,-0.06,0.04,-1.18,0.21,0.00,0.00,1.23,0.03
790,62.192,5.40,-33.88,-0.10,0.05,-1.81,0.04,0.00,0.00,1.14,0.01
791,62.226,5.00,-33.69,-0.17,0.05,-2.65,-0.16,0.00,0.00,1.02,0.00
792,62.259,4.35,-33.54,-0.28,0.04,-3.45,-0.30,0.00,0.00,0.91,0.00
793,62.292,3.26,-33.43,-0.41,0.02,-3.86,-0.28,0.00,0.00,0.85,0.00
794,62.326,1.61,-33.38,-0.55,0.01,-3.71,-0.03,0.00,0.00,0.87,0.00
795,62.359,-0.53,-33.38,-0.67,0.02,-3.14,0.35,0.00,0.00,0.95,0.05
796,62.392,-2.96,-33.35,-0.76,0.04,-2.41,0.66,0.00,0.00,1.06,0.09
797,62.426,-5.64,-33.17,-0.83,0.07,-1.64,0.69,0.00,0.01,1.17,0.10
798,62.459,-8.55,-32.85,-0.87,0.09,-0.85,0.43,0.00,0.01,1.28,0.06
799,62.492,-11.58,-32.49,-0.89,0.10,-0.15,-0.02,0.00,0.00,1.38,0.00
800,62.526,-14.56,-32.15,-0.88,0.09,0.23,-0.46,0.00,0.00,1.43,0.00
801,62.559,-17.42,-31.85,-0.86,0.07,0.19,-0.68,0.00,0.00,1.43,0.00
802,62.592,-20.22,-31.67,-0.86,0.04,-0.07,-0.58,0.00,0.00,1.39,0.00
803,62.626,-23.08,-31.64,-0.87,0.02,-0.23,-0.24,0.00,0.00,1.37,0.00
804,62.659,-26.02,-31.65,-0.88,0.02,-0.06,0.05,0.00,0.00,1.39,0.01
805,62.692,-29.00,-31.54,-0.88,0.03,0.36,0.11,0.00,0.00,1.45,0.02
806,62.726,-31.95,-31.37,-0.86,0.03,0.77,0.00,0.00,0.00,1.51,0.00
807,62.759,-34.78,-31.26,-0.82,0.03,1.00,-0.09,0.00,0.00,1.54,0.00
808,62.792,-37.42,-31.23,-0.78,0.02,1.01,-0.16,0.00,0.00,1.55,0.00
809,62.826,-39.96,-31.15,-0.75,0.02,0.91,-0.33,0.00,0.00,1.53,0.00
810,62.859,-42.44,-31.02,-0.73,0.01,0.81,-0.54,0.00,0.00,1.52,0.00
811,62.893,-44.81,-31.00,-0.70,-0.02,0.72,-0.51,0.00,0.00,1.50,0.00
812,62.926,-47.09,-31.18,-0.68,-0.04,0.63,-0.15,0.00,0.00,1.49,0.00
813,62.959,-49.30,-31.42,-0.66,-0.03,0.64,0.31,0.00,0.00,1.49,0.04
814,62.992,-51.46,-31.48,-0.64,-0.01,0.91,0.54,0.00,0.00,1.53,0.08
815,63.026,-53.61,-31.40,-0.61,0.01,1.52,0.47,0.00,0.00,1.62,0.07
816,63.059,-55.61,-31.34,-0.55,0.02,2.38,0.29,0.00,0.00,1.74,0.04
817,63.092,-57.33,-31.29,-0.45,0.03,3.34,0.18,0.00,0.00,1.88,0.03
818,63.126,-58.69,-31.17,-0.32,0.03,4.16,0.18,0.00,0.00,2.00,0.03
819,63.159,-59.57,-31.03,-0.17,0.04,4.67,0.25,0.00,0.00,2.07,0.04
820,63.193,-59.83,-30.92,0.00,0.05,4.78,0.32,0.00,0.00,2.08,0.05
821,63.226,-59.52,-30.77,0.16,0.06,4.47,0.29,0.33,0.00,2.04,0.04
822,63.259,-58.70,-30.50,0.31,0.07,3.84,0.13,0.60,0.00,1.95,0.02
823,63.293,-57.41,-30.20,0.42,0.07,3.05,-0.08,0.78,0.00,1.84,0.00
824,63.326,-55.78,-29.99,0.51,0.06,2.27,-0.26,0.88,0.00,1.73,0.00
825,63.359,-53.93,-29.82,0.57,0.05,1.69,-0.35,0.94,0.00,1.64,0.00
826,63.393,-51.93,-29.63,0.61,0.04,1.39,-0.37,0.98,0.00,1.60,0.00
827,63.426,-49.84,-29.49,0.66,0.03,1.20,-0.30,1.03,0.00,1.57,0.00
828,63.459,-47.60,-29.47,0.70,0.02,0.83,-0.12,1.06,0.00,1.52,0.00
